dpv|descriptions|dpv:preference;I dati sulle preferenze comprendono tutte le interazioni che l'utente esegue durante l'utilizzo dei nostri servizi e che indicano le sue preferenze d'uso. Ciò include, ad esempio, i vostri clic, i tempi di permanenza e la cronologia degli accessi.
dpv|descriptions|dpv:behavioral;I dati comportamentali sono interazioni che l'utente esegue durante l'utilizzo dei nostri servizi e che non rivelano le sue preferenze d'uso. Ciò include, ad esempio, i vostri clic, i tempi di permanenza e la cronologia degli accessi.
dpv|descriptions|dpv:browserHistory;La cronologia dei siti web visitati in passato.
dpv|descriptions|dpv:browsingBehavior;Tutte le interazioni che vengono tracciate durante la navigazione nei siti web.
dpv|descriptions|dpv:academicResearch;Ricerca accademica, senza scopo di lucro e non commerciale.
dpv|descriptions|dpv:communication;I dati di comunicazione includono tutte le comunicazioni tra voi e noi. Ciò include e-mail, messaggi di chat e conversazioni con il nostro servizio clienti.
dpv|descriptions|dpv:commercialResearch;Finalità (Scopi) associati alla conduzione di una ricerca in un contesto commerciale o con l'intenzione di commercializzarla, ad esempio in un'azienda o sponsorizzata da un'azienda.
dpv|descriptions|dpv:customerCare;Finalità (Scopi) associati alla conduzione di una ricerca in un contesto commerciale o con l'intenzione di commercializzarla, ad esempio in un'azienda o sponsorizzata da un'azienda.
dpv|descriptions|dpv:sellDataToThirdParties;Finalità (Scopo) associate alla vendita o alla condivisione di dati o informazioni a terzi.
dpv|descriptions|dpv:sellInsightsToThirdParties;Finalità (Scopo) associate alla vendita o alla condivisione delle intuizioni ottenute dall'analisi dei dati.
btn|labels|consent-guide;Assistente al Consenso
btn|labels|i-can-not-find-an-answer;Non riesco a trovare una risposta
btn|labels|undo-last-change;Annulla le modifiche
btn|labels|submit-changes;Invia le modifiche
btn|labels|see-changes;Guarda le modifiche
btn|labels|view-changes;Visualizza le modifiche
btn|labels|send-message;Invia il messaggio
btn|labels|cancel;Annulla
btn|labels|back;Indietro
btn|labels|next;Avanti
btn|labels|view-issues;Visualizza i problemi
btn|labels|fix;Correggere
btn|labels|fix-all;Correggere tutto
btn|labels|ignore;Ignora
btn|labels|ignore-all;Ignora tutto
btn|labels|view;Visualizza
btn|labels|visit-website;Visita il sito web
btn|labels|leave-anyway;Vattene comunque
btn|labels|contact;Contatto
snackbar|msg|please-complete-the-consent-guide;Non ha ancora risposto a tutte le domande. La preghiamo di rispondere a tutte le domande per completare il questionario.
snackbar|msg|submission-successful;Invio dei dati completato
snackbar|msg|message-sent;Messaggio inviato
placeholder|search-for-a-question-or-an-answer;Cerca una domanda o una risposta
updates|1;Aggiornamento della politica sulla privacy
updates|2;Revoca del consenso
updates|3;Richiesta di consenso
sidebar-title|navigation;Navigazione
sidebar-title|update;Aggiornamenti
qna|links-and-sources;Link e fonti
qna|header;Domande Frequenti (FAQ)
qna|introduction;Scoprite di più sul dashboard sulla privacy di TRAPEZE e sui concetti che ne stanno alla base. Fateci sapere (${we}) se non trovate informazioni a cui sei interessati/e.
home|title;Benvenuti sul dashboard sulla privacy di TRAPEZE!
home|explore-btn;Visualizza
home|welcome-msg1;Gestite il vostro consenso e controllate il trattamento dei vostri dati.\n Cliccate su una carta qui sotto per iniziare.
home|welcome-msg2;È possibile dare o revocare il consenso in base a quanto segue:
home|welcome-msg3;Si consiglia di utilizzare l'Assistente per il consenso per esprimere le proprie preferenze e confrontarle con le decisioni di consenso.
home|purpose|0|name;Fare clic sulla scheda 'Dati' per vedere quali dati sono trattati.\n Ritirare il consenso per interrompere il trattamento dei dati.
home|purpose|1|name;Fare clic sulla scheda 'Scopi' per vedere per quali finalità vengono trattati i dati. \n Ritirare il consenso per interrompere il trattamento per uno scopo specifico.
home|help;Aiuto
home|items|0|title;Dati
home|items|0|filename;/img/data.png
home|items|0|link;/consent?tab=data
home|items|0|content;Ci dica quali dei suoi dati noi (${we}) possiamo utilizzare.
home|items|1|title;Scopi
home|items|1|filename;/img/purpose.png
home|items|1|link;/consent?tab=purpose
home|items|1|content;Ci dica per cosa noi (${we}) possiamo utilizzare i suoi dati.
home|items|2|title;TRAPEZE
home|items|2|filename;/img/favicon.png
home|items|2|link;http://trapeze-project.eu
home|items|2|content;Per saperne di più sul progetto TRAPEZE dell'Unione Europea.
home|consent|consent-menu;Menu del Consenso
home|consent|title;Consenso
home|consent|location;I vostri dati sulla posizione
home|consent|purpose;Scopi
home|consent|text;I dati sulla posizione sono dati che ci dicono dove siete stati in quale momento. Raccogliamo i dati di localizzazione tramite GPS se l'utente fornisce l'autorizzazione nella nostra applicazione mobile ${we}. Utilizziamo i dati sulla posizione dell'utente per personalizzare la nostra pubblicità, per pianificare il nostro marketing a livello geografico e per prevenire le frodi attraverso la verifica dell'identità geografica.
home|consent|text_ad;La pubblicità è parte integrante del nostro modello di business, che ci permette di continuare a fornirvi gratuitamente le nostre raccomandazioni sui ristoranti. Utilizziamo le seguenti categorie di dati per personalizzare la pubblicità. Indicate qui di seguito quali categorie di dati possiamo utilizzare per personalizzare la nostra pubblicità.
home|consent|ad;Pubblicità
home|consent|marketing;Marketing
home|consent|id;Verifica dell'identità
home|consent|name;Nome
home|consent|fingerprint;Impronta digitale
home|consent|bank;Conto corrente bancario
home|consent|credit;Numero di carta di credito
home|consent|sensitivity;Sensibilità:
home|consent|sensitivityText;Potete configurare il grado di sensibilità  di questi dati. I dati molto sensibili vengono trattati in modo diverso e con grande attenzione.
home|consent|sensitivityHeader;Quanto sono sensibili questi dati per voi?
PAlertLeaveDialog|dialog-title;Sei sicuro di voler lasciare questa pagina?
PAlertLeaveDialog|lose-changes-warning;Devi inviare le tue scelte.
PAlertLeaveDialog|lose-consent-helper-choices;Non avete ancora risposto a tutti gli avvertimenti.
consent|purposeDescription;123
consent|dataDescription;1233626551
consent|desc;Configurare le categorie di dati che possiamo usare per quali scopi. Oppure per quali scopi siamo autorizzati a utilizzare i dati.
consent|consent-menu;Menu del Consenso
consent|title;Assistente al Consenso
consent|location;I vostri dati sulla posizione
consent|purposes;Scopi
consent|text;I dati sulla posizione sono dati che ci dicono dove siete stati in quale momento. Raccogliamo i dati di localizzazione tramite GPS se l'utente fornisce l'autorizzazione nella nostra applicazione mobile ${we}. Utilizziamo i dati sulla posizione dell'utente per personalizzare la nostra pubblicità, per pianificare il nostro marketing a livello geografico e per prevenire le frodi attraverso la verifica dell'identità geografica.
consent|text_ad;La pubblicità è parte integrante del nostro modello di business, che ci permette di continuare a fornirvi le nostre raccomandazioni sui ristoranti. Utilizziamo le seguenti categorie di dati per personalizzare la pubblicità. Indicate qui di seguito quali categorie di dati possiamo utilizzare per personalizzare la nostra pubblicità.
consent|ad;Pubblicità
consent|marketing;Marketing
consent|id;Verifica dell'identità
consent|name;Nome
consent|fingerprint;Impronta digitale
consent|bank;Conto corrente bancario
consent|credit;Numero di carta di credito
consent|sensitivity;Sensibilità
consent|sensitivityText;Potete configurare il grado di sensibilità di questi dati. I dati molto sensibili vengono trattati in modo diverso e con grande attenzione.
consent|sensitivityHeader;Quanto sono sensibili questi dati per voi?
consent|warnings;Avvertenze
consent|warning-msg-not-comfortable;Nell'Assistente al Consenso, l'utente ha indicato che non si sente a proprio agio se noi (${we}) utilizziamo i suoi dati ${dataCategory} per scopo ${purpose}. Tuttavia, il consenso che ci avete dato indica che siete a vostro agio. La preghiamo di rivedere il suo consenso.
consent|warning-msg-no-opinion;Nell'Assistente al Consenso, avete indicato di non avere un'opinione sul trattamento da parte nostra (${we}) dei vostri dati ${dataCategory} per scopo ${purpose}. Tuttavia, il consenso che ci avete dato indica che siete a vostro agio. La preghiamo di rivedere il suo consenso.
consent|issues;problemi
consent|issue;problem
consent|tab|labels|consent;Informativa sulla privacy
consent|tab|labels|data-category;Categoria di dati
consent|tab|labels|purpose;Scopo
consent|consent|ptable|header|values|date;Data
consent|consent|ptable|header|values|event;Oggetto
consent|consent|ptable|header|values|policy;Politica sulla privacy
consent|consent|ptable|events|values|consent-request-policy-update;Richiesta di consenso - Aggiornamento delle norme
consent|consent|ptable|events|values|consent-revocation;Revoca del consenso
consent|consent|ptable|events|values|consent-giving;Dare il consenso
consent|consent|ptable|events|values|consent-request-account-creation;Richiesta di consenso - Creazione account
consent|consent|ptable|policy|active;Attivo
consent|consent|ptable|policy|inactive;Non attivo
consent|consent|ptable|footer|rows-per-page;Righe per pagina
consent|data|ptable|header|values|data;Categoria di dati
consent|data|ptable|header|values|purposes;Scopi
consent|data|ptable|header|values|issue;Problema
consent|data|ptable|footer|rows-per-page;Righe per pagina
consent|purpose|ptable|header|values|purpose;Scopo
consent|purpose|ptable|header|values|data;Categorie di dati
consent|purpose|ptable|header|values|issue;Problema
consent|purpose|ptable|footer|rows-per-page;Righe per pagina
consent-helper|purpose;Scopo
consent-helper|comfortable;A mio agio
consent-helper|no-opinion;Nessuna opinione
consent-helper|not-comfortable;A disagio
contact|new-message-to;Nuovo messaggio a
contact|recipient;Destinataria
contact|message;Messaggio
help|desc;Con questo breve sondaggio vogliamo assicurarci di raccogliere e utilizzare i vostri dati solo nel modo in cui vi sentite a vostro agio. Compilando questo questionario, potete dirci come volete che trattiamo i vostri dati. Le vostre risposte vengono confrontate con la vostra attuale decisione di consenso. In seguito, vi verranno fornite indicazioni su come modificare il vostro consenso in modo che corrisponda alle vostre preferenze.
help|comfort;Quanto è soddisfatto del fatto che utilizziamo questo tipo di dati per i seguenti scopi?
